Balochistan,Khuzdar,WNW-546,2755,Available
Balochistan,Quetta,HSC-358,4205,Available
Punjab,Lahore,MLP-381,3025,Available
Punjab,Lahore,MWN-543,4796,Available
Punjab,Faisalabad,SIK-527,3336,Available
Balochistan,Khuzdar,BXE-145,1334,Available
Punjab,Lahore,FRE-553,3592,Available
KPK,Kohat,IQF-992,4916,Available
KPK,Mardan,UWI-705,4224,Available
KPK,Abbottabad,ELD-495,4511,Available
Punjab,Lahore,OLI-432,3287,Available
Punjab,Gujranwala,BFN-536,4946,Available
KPK,Kohat,NMB-470,3321,Available
KPK,Peshawar,COD-813,1705,Available
KPK,Abbottabad,INQ-839,4598,Available
KPK,Mardan,MHT-323,2459,Available
Balochistan,Turbat,WEM-320,1924,Available
Punjab,Faisalabad,OZK-341,3602,Available
Punjab,Lahore,FUV-949,3304,Available
Sindh,Sukkur,HNB-925,1637,Available
KPK,Mardan,YIY-490,2736,Available
KPK,Abbottabad,AJQ-779,2667,Available
Punjab,Lahore,IPJ-674,4455,Available
Sindh,Mirpur Khas,QWN-461,4619,Available
KPK,Peshawar,FWY-185,1959,Available
KPK,Abbottabad,ZHJ-729,2136,Available
Balochistan,Khuzdar,HOO-654,3955,Available
Punjab,Rawalpindi,TVP-943,4404,Available
Punjab,Gujranwala,KFR-308,1437,Available
Sindh,Mirpur Khas,RUV-908,3672,Available
Sindh,Karachi,ZXS-344,2961,Available
Punjab,Lahore,XNA-441,1846,Available
Punjab,Faisalabad,CNI-153,3786,Available
KPK,Swat,YEW-844,2388,Available
Balochistan,Quetta,HVD-270,2067,Available
Balochistan,Sibi,KCN-934,3582,Available
Balochistan,Khuzdar,YWC-727,3365,Available
Balochistan,Khuzdar,DRD-770,2582,Available
KPK,Peshawar,GTW-162,4252,Available
Punjab,Lahore,BAK-573,2253,Available
Sindh,Mirpur Khas,PZE-523,2000,Available
KPK,Peshawar,NMS-365,4390,Available
Punjab,Gujranwala,IXO-319,2929,Available
KPK,Mardan,TKQ-534,2466,Available
Punjab,Gujranwala,MMR-663,4348,Available
Punjab,Lahore,TJF-282,2827,Available
Sindh,Larkana,VBU-916,2602,Available
Balochistan,Gwadar,CDA-106,3688,Available
Balochistan,Khuzdar,CFY-679,4434,Available
Punjab,Lahore,LPW-853,1300,Available
Sindh,Karachi,XDZ-463,2034,Available
Balochistan,Turbat,AAH-435,2944,Available
Sindh,Hyderabad,HXG-578,3943,Available
KPK,Peshawar,JWE-597,1594,Available
Balochistan,Sibi,VUM-845,2298,Available
Sindh,Karachi,RWG-909,1218,Available
Punjab,Lahore,CGN-623,2820,Available
Balochistan,Khuzdar,WJE-581,2297,Available
Balochistan,Turbat,ULJ-547,2375,Available
KPK,Peshawar,LKB-875,4320,Available
Punjab,Rawalpindi,BZG-832,2019,Available
Punjab,Lahore,CPO-809,2138,Available
Balochistan,Gwadar,PVA-805,3605,Available
KPK,Peshawar,MMY-201,4287,Available
Sindh,Larkana,RDL-114,2938,Available
Punjab,Lahore,KUS-954,1281,Available
Balochistan,Gwadar,VFJ-158,1066,Available
Punjab,Lahore,XZM-468,1547,Available
Sindh,Hyderabad,ARO-907,1460,Available
Balochistan,Sibi,HHD-141,3974,Available
Punjab,Lahore,QGP-973,4062,Available
Sindh,Mirpur Khas,ABG-943,2078,Available
Punjab,Lahore,MDR-703,2068,Available
Sindh,Larkana,YTW-764,4662,Available
Sindh,Karachi,LXN-145,2017,Available
KPK,Kohat,HNS-337,3462,Available
Punjab,Multan,EWW-790,2783,Available
Punjab,Gujranwala,FHM-973,3940,Available
Punjab,Faisalabad,WUZ-918,4562,Available
Sindh,Larkana,YCA-692,1654,Available
Punjab,Rawalpindi,WVC-453,2285,Available
Sindh,Karachi,UZW-255,1581,Available
Punjab,Lahore,THK-858,4736,Available
Punjab,Lahore,XGF-992,2394,Available
Balochistan,Quetta,POP-677,4918,Available
KPK,Mardan,MJB-158,3037,Available
Sindh,Karachi,ABJ-132,1428,Available
KPK,Swat,WXF-152,2553,Available
Balochistan,Khuzdar,DOI-689,2661,Available
Balochistan,Quetta,LGT-307,1088,Available
Punjab,Lahore,GZP-367,3954,Available
Sindh,Hyderabad,PUS-926,1001,Available
KPK,Kohat,KWB-804,1395,Available
KPK,Mardan,FUU-939,4906,Available
Punjab,Rawalpindi,FJP-516,2364,Available
Balochistan,Turbat,JGU-424,3369,Available
Punjab,Lahore,SIS-878,4780,Available
Punjab,Rawalpindi,MTH-981,2000,Available
Punjab,Rawalpindi,OKO-921,4974,Available
Punjab,Lahore,KYT-501,2148,Available
Punjab,Lahore,HEI-119,4934,Available
Punjab,Lahore,QPI-488,2111,Available
Punjab,Lahore,NQV-332,4059,Available
Punjab,Lahore,XKR-910,4769,Available
Punjab,Multan,UQN-878,4285,Available
Balochistan,Gwadar,RVK-438,1901,Available
Punjab,Lahore,TJU-920,1224,Available
Punjab,Lahore,LFK-188,2988,Available
Sindh,Mirpur Khas,AKA-485,1668,Available
Punjab,Faisalabad,ZOO-786,2503,Available
KPK,Kohat,RTI-641,3507,Available
Punjab,Multan,TQN-468,2000,Available
Sindh,Mirpur Khas,ETC-755,4486,Available
KPK,Peshawar,JDA-783,2537,Available
Punjab,Lahore,DKG-716,4542,Available
KPK,Abbottabad,OVH-186,1787,Available
KPK,Abbottabad,JMA-563,3469,Available
Punjab,Faisalabad,EQT-214,2191,Available
Sindh,Sukkur,NUY-945,1830,Available
Sindh,Larkana,HFF-336,3759,Available
Sindh,Karachi,LUH-640,1831,Available
Punjab,Faisalabad,LXG-554,3246,Available
Sindh,Karachi,OLY-861,2269,Available
Punjab,Lahore,UEC-448,4582,Available
KPK,Peshawar,REL-765,4122,Available
Punjab,Lahore,KTK-843,2033,Available
Balochistan,Turbat,QWT-641,1496,Available
KPK,Abbottabad,WGV-936,4921,Available
Punjab,Lahore,HKZ-843,2300,Available
KPK,Kohat,BPW-431,4841,Available
Balochistan,Khuzdar,GGM-919,2857,Available
Balochistan,Khuzdar,FLF-883,2346,Available
KPK,Abbottabad,BRZ-991,1358,Available
Punjab,Lahore,GWG-103,2766,Available
Balochistan,Turbat,BAZ-166,4930,Available
Sindh,Larkana,CSN-253,4446,Available
Sindh,Larkana,ZTH-196,3611,Available
KPK,Swat,YNQ-316,3035,Available
Punjab,Multan,USQ-135,3083,Available
Punjab,Faisalabad,BHF-103,4022,Available
Punjab,Gujranwala,TCC-942,4577,Available
Punjab,Multan,ZHS-402,4569,Available
Balochistan,Sibi,TBS-868,3899,Available
KPK,Abbottabad,BCR-272,2472,Available
KPK,Abbottabad,PGD-708,3168,Available
Sindh,Hyderabad,DKQ-471,1339,Available
Punjab,Lahore,CHU-191,2048,Available
KPK,Swat,IFV-336,3978,Available
Balochistan,Gwadar,CFE-897,2005,Available
Punjab,Gujranwala,ALZ-990,1726,Available
Punjab,Multan,FLI-287,1651,Available
KPK,Abbottabad,ZRG-513,1193,Available
KPK,Mardan,JQY-358,2179,Available
Balochistan,Khuzdar,IXS-155,4978,Available
KPK,Kohat,TVK-998,1067,Available
Punjab,Lahore,QIG-523,4391,Available
KPK,Kohat,UGX-714,4393,Available
KPK,Mardan,UPL-766,3882,Available
Punjab,Rawalpindi,OQM-919,1689,Available
Punjab,Lahore,JBF-834,1425,Available
Punjab,Lahore,WWL-567,2494,Available
Sindh,Karachi,ASK-947,2688,Available
Punjab,Lahore,PXM-959,1966,Available
Punjab,Gujranwala,YSY-633,3025,Available
Punjab,Rawalpindi,VYK-944,2423,Available
KPK,Peshawar,PYF-585,4777,Available
KPK,Kohat,HDY-266,4130,Available
Punjab,Lahore,GML-490,1820,Available
Balochistan,Sibi,IGD-695,4733,Available
KPK,Peshawar,DIM-951,2130,Available
Sindh,Larkana,FNK-784,2018,Available
Punjab,Gujranwala,FLX-971,1876,Available
Punjab,Lahore,BUS-939,2287,Available
Punjab,Lahore,WDZ-326,3357,Available
Punjab,Faisalabad,XDO-183,4769,Available
Punjab,Lahore,HDI-910,4372,Available
Punjab,Multan,NDK-731,1726,Available
KPK,Swat,PJQ-609,4893,Available
Punjab,Multan,ECX-421,4245,Available
Punjab,Gujranwala,HWN-570,2605,Available
Balochistan,Turbat,EZO-832,1576,Available
Balochistan,Khuzdar,EHH-561,1037,Available
Sindh,Larkana,OUC-337,3709,Available
Punjab,Faisalabad,SMZ-534,4493,Available
Sindh,Hyderabad,OZU-993,4316,Available
Sindh,Mirpur Khas,AWH-952,2450,Available
Punjab,Gujranwala,SRX-499,1283,Available
Balochistan,Turbat,JRK-554,1398,Available
KPK,Abbottabad,PGO-555,4261,Available
Sindh,Larkana,VEK-420,3021,Available
Sindh,Hyderabad,MBI-671,3696,Available
Punjab,Lahore,UJP-606,1943,Available
Sindh,Sukkur,ZVO-844,3274,Available
Balochistan,Turbat,JZP-458,3101,Available
Sindh,Karachi,GNL-865,4478,Available
Balochistan,Quetta,QQV-259,1073,Available
KPK,Peshawar,JXO-963,3332,Available
Punjab,Gujranwala,OYY-759,4852,Available
Balochistan,Gwadar,VAF-549,4587,Available
KPK,Swat,EQU-375,2478,Available
Punjab,Lahore,ONS-278,2544,Available
Punjab,Lahore,NGH-953,2955,Available
KPK,Swat,QFI-460,4787,Available
Punjab,Lahore,EPM-755,3853,Available
Balochistan,Khuzdar,JGP-140,4353,Available
Punjab,Faisalabad,NZQ-218,1825,Available
KPK,Swat,EBZ-601,4108,Available
Punjab,Multan,SAO-368,4009,Available
Sindh,Larkana,YIG-165,2409,Available
Balochistan,Gwadar,QXS-966,3565,Available
Balochistan,Sibi,YEP-167,4608,Available
Punjab,Faisalabad,AHV-898,1584,Available
Sindh,Mirpur Khas,JMX-283,1432,Available
Sindh,Mirpur Khas,OJQ-818,3999,Available
KPK,Mardan,PRP-839,1981,Available
KPK,Swat,WCR-513,1894,Available
KPK,Abbottabad,WGG-453,1076,Available
Balochistan,Turbat,HLY-276,2387,Available
Punjab,Lahore,JZQ-260,1800,Available
Punjab,Lahore,HLT-758,2529,Available
Punjab,Lahore,SWW-995,2183,Available
Punjab,Lahore,JAJ-771,3581,Available
KPK,Swat,IVK-118,4553,Available
Balochistan,Gwadar,XFI-980,1186,Available
KPK,Kohat,TQO-176,3039,Available
Punjab,Lahore,UOS-825,4430,Available
Balochistan,Sibi,WKL-114,1551,Available
Punjab,Rawalpindi,WYX-219,4963,Available
KPK,Kohat,OZY-644,3993,Available
Sindh,Karachi,NAR-312,1182,Available
KPK,Swat,PHW-800,1365,Available
Punjab,Multan,ANR-364,3896,Available
Sindh,Larkana,NZM-680,4443,Available
Balochistan,Gwadar,BMZ-816,1558,Available
KPK,Swat,EGJ-895,3509,Available
Punjab,Faisalabad,PWT-390,1804,Available
Sindh,Larkana,IWM-215,2142,Available
Balochistan,Khuzdar,OJD-485,4143,Available
KPK,Abbottabad,TUT-839,3339,Available
Punjab,Multan,GJN-825,2893,Available
Sindh,Sukkur,UFG-976,3271,Available
Punjab,Faisalabad,EON-277,1404,Available
KPK,Peshawar,TDK-434,2289,Available
Punjab,Rawalpindi,AGS-134,4576,Available
Punjab,Multan,KYH-462,3908,Available
KPK,Abbottabad,GZG-669,3207,Available
Punjab,Lahore,LQL-310,1426,Available
Punjab,Multan,JSO-786,2970,Available
Balochistan,Gwadar,TRL-957,4453,Available
Balochistan,Quetta,DMG-265,3953,Available
Sindh,Hyderabad,DZY-688,1116,Available
Balochistan,Sibi,QPY-569,2145,Available
Punjab,Multan,WDQ-923,3597,Available
Punjab,Multan,NRU-786,3944,Available
Sindh,Larkana,OOU-365,2731,Available
KPK,Kohat,QJN-310,1037,Available
Sindh,Hyderabad,ZIM-403,3418,Available
Sindh,Larkana,BBG-422,4716,Available
KPK,Abbottabad,ARW-925,3039,Available
Punjab,Lahore,AAG-859,1357,Available
Punjab,Rawalpindi,KQI-128,3194,Available
Balochistan,Turbat,BKL-361,1123,Available
KPK,Peshawar,COX-787,1577,Available
Punjab,Lahore,ZJB-153,1928,Available
Punjab,Lahore,QDN-764,4981,Available
Sindh,Karachi,QSC-968,4575,Available
Balochistan,Sibi,YHN-225,2355,Available
Sindh,Hyderabad,PIN-960,4592,Available
Balochistan,Turbat,DHL-805,1882,Available
KPK,Swat,FVN-833,2457,Available
Punjab,Lahore,BFX-749,3400,Available
Punjab,Rawalpindi,ROS-940,1458,Available
Punjab,Lahore,LIH-432,1413,Available
Sindh,Hyderabad,JQP-113,1299,Available
Sindh,Hyderabad,KZF-574,2396,Available
Balochistan,Khuzdar,ROD-730,2581,Available
KPK,Abbottabad,RMS-725,1931,Available
Punjab,Rawalpindi,CKD-551,1174,Available
Punjab,Gujranwala,SPU-863,1861,Available
Balochistan,Gwadar,WDV-779,3704,Available
Punjab,Multan,ABD-586,2343,Available
Sindh,Hyderabad,UOF-363,1816,Available
KPK,Swat,OUK-673,3068,Available
Punjab,Multan,MZW-322,2935,Available
Punjab,Lahore,GUT-818,4131,Available
Punjab,Gujranwala,WOX-722,4779,Available
Punjab,Gujranwala,UCL-682,1994,Available
Punjab,Multan,FHW-199,3979,Available
Punjab,Gujranwala,PFN-597,4828,Available
Punjab,Lahore,JSS-367,4535,Available
Punjab,Lahore,MIA-136,1495,Available
Punjab,Lahore,ZZX-625,3948,Available
KPK,Abbottabad,NTQ-310,2373,Available
Balochistan,Turbat,WAM-164,2943,Available
Balochistan,Khuzdar,HRV-842,4341,Available
Punjab,Lahore,HFV-876,4985,Available
Sindh,Karachi,LWQ-964,4392,Available
Sindh,Sukkur,ZSU-701,3927,Available
Punjab,Lahore,HUA-126,3058,Available
Balochistan,Quetta,WEH-621,3051,Available
Punjab,Faisalabad,GLD-237,1123,Available
Punjab,Multan,EDS-574,3887,Available
Punjab,Lahore,UTP-347,2216,Available
Balochistan,Gwadar,FFE-485,4764,Available
Punjab,Lahore,OED-796,1570,Available
Punjab,Multan,NWD-687,2909,Available
Punjab,Lahore,WHD-875,4508,Available
Punjab,Rawalpindi,ULL-371,2807,Available
Balochistan,Turbat,QSN-294,4816,Available
KPK,Peshawar,GAT-968,4449,Available
Punjab,Faisalabad,CAC-772,3538,Available
KPK,Mardan,HLY-336,4209,Available
Punjab,Faisalabad,JWT-514,2470,Available
KPK,Abbottabad,OWM-654,2118,Available
Punjab,Lahore,GAA-924,3381,Available
Balochistan,Gwadar,NVE-220,2184,Available
Sindh,Larkana,GAH-826,3717,Available
Balochistan,Quetta,EEP-116,4507,Available
Balochistan,Khuzdar,COY-942,4801,Available
Punjab,Lahore,QSB-152,2645,Available
Balochistan,Turbat,HES-547,2440,Available
Punjab,Multan,JOM-875,3662,Available
Balochistan,Turbat,UQH-939,1217,Available
Punjab,Lahore,SEI-244,1411,Available
Balochistan,Khuzdar,WKE-905,1277,Available
KPK,Kohat,SFQ-925,3987,Available
Punjab,Lahore,IDB-974,1182,Available
Sindh,Mirpur Khas,SGR-397,4991,Available
Punjab,Multan,TOG-618,4838,Available
KPK,Abbottabad,SQS-247,2089,Available
Punjab,Gujranwala,HOF-607,4788,Available
Punjab,Gujranwala,MFE-658,3936,Available
Sindh,Larkana,STU-346,3869,Available
Punjab,Lahore,NIC-313,4268,Available
Sindh,Hyderabad,CIN-111,3799,Available
Punjab,Lahore,TEU-886,1880,Available
Punjab,Lahore,LTB-271,4049,Available
Punjab,Lahore,JRQ-515,4563,Available
KPK,Kohat,HJV-227,1766,Available
KPK,Kohat,DYK-631,3617,Available
Balochistan,Turbat,GSE-885,3302,Available
Punjab,Lahore,ZKK-102,4803,Available
Punjab,Lahore,JWF-936,4982,Available
Punjab,Lahore,PKE-689,2071,Available
Punjab,Lahore,QAJ-637,2361,Available
Punjab,Multan,VNP-105,2797,Available
Punjab,Lahore,VLY-365,2433,Available
Balochistan,Sibi,EEZ-533,3447,Available
Balochistan,Quetta,MQI-505,4581,Available
KPK,Kohat,APO-950,4072,Available
Sindh,Mirpur Khas,YYZ-893,4104,Available
Balochistan,Khuzdar,QFS-622,3259,Available
Balochistan,Turbat,NXE-768,1627,Available
Sindh,Hyderabad,JLP-654,2830,Available
KPK,Mardan,GTX-764,1456,Available
Sindh,Hyderabad,PYM-656,1532,Available
Punjab,Lahore,ZMT-885,1857,Available
Sindh,Mirpur Khas,AIT-635,2421,Available
Sindh,Sukkur,HNE-446,4097,Available
KPK,Peshawar,AMY-436,4946,Available
KPK,Peshawar,SBT-904,2720,Available
Sindh,Hyderabad,UQA-400,3256,Available
Punjab,Gujranwala,UIX-125,3385,Available
Punjab,Lahore,XLI-778,4316,Available
Balochistan,Gwadar,SWH-599,2295,Available
Punjab,Lahore,UMY-877,1350,Available
Sindh,Hyderabad,HHB-279,4485,Available
Punjab,Lahore,IQO-650,1931,Available
KPK,Mardan,NGR-240,4380,Available
KPK,Mardan,IFX-882,4425,Available
Punjab,Faisalabad,SZL-347,3343,Available
Balochistan,Khuzdar,QLD-706,1637,Available
Sindh,Karachi,DWP-700,3423,Available
KPK,Kohat,IPM-431,4931,Available
Punjab,Multan,SRD-457,3784,Available
Punjab,Lahore,UXB-718,2599,Available
Balochistan,Quetta,PNX-330,4311,Available
Punjab,Rawalpindi,SIN-784,5000,Available
KPK,Abbottabad,TOB-621,3952,Available
Sindh,Mirpur Khas,ATB-500,3583,Available
Sindh,Sukkur,TMY-157,4492,Available
Punjab,Lahore,QLF-910,4399,Available
Punjab,Gujranwala,KAQ-853,3270,Available
Balochistan,Khuzdar,AWV-961,3896,Available
Punjab,Rawalpindi,LRZ-373,4959,Available
Punjab,Lahore,XKB-845,4432,Available
Punjab,Faisalabad,JQL-590,1174,Available
Punjab,Lahore,YMZ-560,4089,Available
Punjab,Multan,XMT-683,2369,Available
Punjab,Faisalabad,MWO-807,2846,Available
Sindh,Hyderabad,PIB-623,4981,Available
Punjab,Lahore,MNT-902,1051,Available
KPK,Peshawar,RDQ-393,4072,Available
Balochistan,Khuzdar,OVR-907,2621,Available
Sindh,Sukkur,QNA-585,2444,Available
KPK,Kohat,IPV-398,1645,Available
Punjab,Lahore,NRA-933,1471,Available
Balochistan,Quetta,TYQ-555,1364,Available
Punjab,Lahore,UMX-608,3191,Available
Punjab,Lahore,QLV-667,4310,Available
Sindh,Mirpur Khas,DMF-971,1446,Available
KPK,Abbottabad,MTH-971,1641,Available
KPK,Abbottabad,RUW-256,1303,Available
Punjab,Lahore,SYT-187,3184,Available
Punjab,Lahore,HSM-983,1285,Available
Sindh,Hyderabad,BAV-267,2795,Available
Balochistan,Turbat,EHM-170,3083,Available
Sindh,Larkana,GWI-658,2684,Available
Sindh,Hyderabad,JMO-595,2456,Available
KPK,Peshawar,EKM-791,4067,Available
Punjab,Lahore,WXC-694,3485,Available
Punjab,Lahore,ZFE-404,3257,Available
Sindh,Larkana,DYS-874,2014,Available
Punjab,Lahore,LOA-352,2001,Available
Punjab,Lahore,IJS-643,4689,Available
Punjab,Lahore,ZGK-800,2424,Available
Balochistan,Gwadar,BFU-838,3521,Available
Sindh,Hyderabad,UFE-178,4080,Available
Punjab,Faisalabad,HLD-244,4890,Available
Sindh,Mirpur Khas,YCR-904,3524,Available
Balochistan,Quetta,RKW-694,1726,Available
Punjab,Lahore,HMW-476,1556,Available
Punjab,Lahore,MNL-344,4283,Available
KPK,Kohat,FOC-709,2886,Available
Sindh,Sukkur,ROT-581,1370,Available
Punjab,Rawalpindi,DNQ-748,2987,Available
Punjab,Faisalabad,TPE-932,1256,Available
Sindh,Sukkur,DXA-544,3829,Available
KPK,Mardan,HCQ-483,4384,Available
Balochistan,Turbat,YTZ-100,2405,Available
Punjab,Lahore,BWK-416,4149,Available
Sindh,Karachi,KYZ-982,4678,Available
KPK,Abbottabad,CYY-248,4839,Available
Punjab,Lahore,HLQ-106,3069,Available
Balochistan,Gwadar,HTK-683,1737,Available
Punjab,Lahore,WQN-263,1741,Available
Punjab,Lahore,ZGI-962,3200,Available
Balochistan,Sibi,NLK-577,4737,Available
KPK,Mardan,DJQ-676,4036,Available
KPK,Abbottabad,HRF-103,1242,Available
Balochistan,Quetta,CZC-837,4003,Available
KPK,Kohat,ZIW-589,4217,Available
Sindh,Karachi,UFB-361,1377,Available
Balochistan,Turbat,IOO-673,3397,Available
Punjab,Multan,YQG-710,2788,Available
KPK,Kohat,TJG-228,4453,Available
Punjab,Lahore,OQP-584,1329,Available
KPK,Kohat,XJR-760,1629,Available
Balochistan,Gwadar,JUG-282,1508,Available
KPK,Swat,SLK-570,2948,Available
Punjab,Faisalabad,XQY-852,1252,Available
Punjab,Multan,EVW-863,3171,Available
Punjab,Rawalpindi,EKJ-332,2374,Available
Balochistan,Turbat,QAT-540,3194,Available
KPK,Swat,TCD-973,2432,Available
KPK,Kohat,WEB-302,4131,Available
Sindh,Larkana,LPA-762,2079,Available
Balochistan,Sibi,GHG-411,4299,Available
KPK,Kohat,VLG-671,1534,Available
KPK,Peshawar,LVN-830,2960,Available
Punjab,Lahore,OQH-847,2172,Available
Punjab,Faisalabad,KLK-144,3635,Available
Sindh,Karachi,ZYF-666,2004,Available
Balochistan,Gwadar,BWD-188,3143,Available
Sindh,Larkana,PHK-381,3292,Available
Punjab,Lahore,QXT-985,3364,Available
KPK,Abbottabad,UYA-532,1192,Available
KPK,Abbottabad,OEK-371,4009,Available
Sindh,Karachi,YLF-436,3591,Available
KPK,Kohat,KQU-718,1233,Available
Punjab,Lahore,JFV-893,1320,Available
Sindh,Hyderabad,TZX-335,3019,Available
Balochistan,Sibi,TYM-160,2944,Available
Punjab,Lahore,YQI-223,2765,Available
Sindh,Hyderabad,FOB-912,1300,Available
Punjab,Lahore,CLG-496,1735,Available
Balochistan,Turbat,IDB-403,4454,Available
Balochistan,Gwadar,VLU-254,4688,Available
Punjab,Lahore,CJM-192,3056,Available
